0,0.000000
1,0.000000
2,0.000000
3,0.000000
4,0.000000
5,0.000000
6,0.000000
7,0.000000
8,0.000000
9,0.000000
10,0.000000
11,0.000000
12,0.000000
13,0.000000
14,0.000000
15,0.000000
16,0.000000
17,0.000000
18,0.000000
19,0.000000
20,0.000000
21,0.000000
22,0.000000
23,0.000000
24,0.000000
25,0.000345
26,0.000345
27,0.000345
28,1.083806
29,0.160246
30,0.180430
31,0.214739
32,0.239341
33,0.288321
34,0.308862
35,0.341335
36,3.622128
37,0.404940
38,0.452386
39,0.477991
40,0.508444
41,0.542340
42,0.577304
43,0.609761
44,0.629977
45,0.662993
46,0.702843
47,0.728148
48,0.761352
49,7.668656
50,0.825179
51,0.848659
52,0.992239
53,0.928321
54,9.340712
55,0.978994
56,1.015929
57,1.047721
58,1.081816
59,10.946316
60,1.138533
61,1.175526
62,1.343518
63,1.233933
64,1.282981
65,1.303746
66,1.328837
67,1.359899
68,1.394507
69,1.441649
70,1.470668
71,1.503394
72,1.534605
73,1.563500
74,1.598233
75,1.612038
76,1884.955592
77,2094.395102
78,1.711418
79,1.753937
80,1.765436
81,1.804303
82,1.831299
83,1.869625
84,1.895380
85,1.934081
86,1.955551
87,2.010405
88,2.029016
89,2.051764
90,2.103980
91,2.137865
92,2.153005
93,2.166367
94,2.201794
95,2.233095
96,2.272126
97,2.298166
98,2.327968
99,2.375795
100,2.420644
101,2.430633
102,2.455328
103,2.501268
104,2.548960
105,2.549304
106,2.593143
107,2.617267
108,2.651879
109,2.679397
110,2.738965
111,2.735388
112,2.774033
113,2.833667
114,2.845646
115,2.859893
116,2.896367
117,2.929224
118,2.990569
119,3.022700
120,3.055529
121,3.087055
122,3.081503
123,3.109975
124,3.130116
125,3.195382
126,3.254974
127,3.244888
128,3.254412
129,3.345085
130,3.320922
131,3.374428
132,3.399992
133,3.468180
134,3.446618
135,3.530541
136,3.531202
137,3.541153
138,3.589708
139,3.657267
140,3.655849
141,3.688037
142,3.695991
143,3.726682
144,1884.955592
145,3.789617
146,3.844494
147,3.875320
148,3.938478
149,3.930266
150,3.941772
151,3.999481
152,4.064156
153,4.038037
154,4.094169
155,4.117422
156,4.156462
157,4.178576
158,4.218790
159,4.223517
160,4.277185
161,4.311426
162,4.314387
163,4.364333
164,4.396911
165,4.473079
166,4.505152
167,4.536596
168,4.565162
169,4.598574
170,4.630203
171,4.661117
172,4.642748
173,4.657661
174,4.714746
175,4.782937
176,4.769624
177,4.808560
178,4.878249
179,4.844399
180,4.940906
181,4.906183
182,5.001209
183,4.994583
184,5.015848
185,5.095852
186,5.088973
187,5.087599
188,5.140321
189,5.171346
190,5.257896
191,5.284428
192,5.311230
193,5.347392
194,5.379439
195,5.356509
196,5.388667
197,5.397926
198,5.460474
199,5.539100
200,5.511566
201,5.516405
202,5.628413
203,5.578442
204,5.633460
205,5.623376
206,5.635144
207,5.625054
208,5.635144
209,5.625054
210,5.635144
211,5.623376
212,5.635144
213,5.680999
214,5.599987
